fips,state,year,month,civil_noninstitutionalpop,laborforce,percentlaborforce,totalemploy,peremploy,totalunemploy,unemployrate
42,Pennsylvania,1984,2,"9,190,000","5,471,104",59.5,"4,951,179",53.9,"519,925",9.5
44,Rhode Island,1984,2,"739,000","481,719",65.2,"451,501",61.1,"30,218",6.3
45,South Carolina,1984,2,"2,363,000","1,489,065",63,"1,380,244",58.4,"108,821",7.3
46,South Dakota,1984,2,"506,000","338,522",66.9,"323,848",64,"14,674",4.3
47,Tennessee,1984,2,"3,526,000","2,206,549",62.6,"2,005,485",56.9,"201,064",9.1
48,Texas,1984,2,"11,443,000","7,703,732",67.3,"7,200,999",62.9,"502,733",6.5
49,Utah,1984,2,"1,049,000","695,544",66.3,"647,952",61.8,"47,592",6.8
50,Vermont,1984,2,"394,000","266,408",67.6,"251,663",63.9,"14,745",5.5
51,Virginia,1984,2,"4,127,000","2,776,174",67.3,"2,637,207",63.9,"138,967",5
53,Washington,1984,2,"3,212,000","2,066,455",64.3,"1,863,852",58,"202,603",9.8
54,West Virginia,1984,2,"1,470,000","763,900",52,"646,085",44,"117,815",15.4
55,Wisconsin,1984,2,"3,549,000","2,402,945",67.7,"2,212,781",62.3,"190,164",7.9
56,Wyoming,1984,2,"363,000","255,127",70.3,"238,949",65.8,"16,178",6.3
1,Alabama,1984,3,"2,930,000","1,779,853",60.7,"1,576,583",53.8,"203,270",11.4
2,Alaska,1984,3,"332,000","241,824",72.8,"217,274",65.4,"24,550",10.2
4,Arizona,1984,3,"2,245,000","1,417,841",63.2,"1,343,476",59.8,"74,365",5.2
5,Arkansas,1984,3,"1,729,000","1,051,408",60.8,"958,418",55.4,"92,990",8.8
6,California,1984,3,"19,024,000","12,489,839",65.7,"11,493,645",60.4,"996,194",8
37,Los Angeles County,1984,3,"5,997,000","3,847,481",64.2,"3,540,632",59,"306,849",8
8,Colorado,1984,3,"2,345,000","1,706,968",72.8,"1,617,442",69,"89,526",5.2
9,Connecticut,1984,3,"2,445,000","1,647,503",67.4,"1,570,317",64.2,"77,186",4.7
10,Delaware,1984,3,"461,000","303,616",65.9,"284,354",61.7,"19,262",6.3
11,District of Columbia,1984,3,"483,000","316,911",65.6,"285,652",59.1,"31,259",9.9
12,Florida,1984,3,"8,579,000","5,101,690",59.5,"4,769,545",55.6,"332,145",6.5
13,Georgia,1984,3,"4,210,000","2,735,402",65,"2,568,942",61,"166,460",6.1
15,Hawaii,1984,3,"716,000","473,760",66.2,"446,975",62.4,"26,785",5.7
16,Idaho,1984,3,"697,000","460,818",66.1,"427,556",61.3,"33,262",7.2
17,Illinois,1984,3,"8,604,000","5,603,066",65.1,"5,077,252",59,"525,814",9.4
18,Indiana,1984,3,"4,071,000","2,619,454",64.3,"2,385,669",58.6,"233,785",8.9
19,Iowa,1984,3,"2,161,000","1,418,286",65.6,"1,320,338",61.1,"97,948",6.9
20,Kansas,1984,3,"1,794,000","1,194,765",66.6,"1,135,197",63.3,"59,568",5
21,Kentucky,1984,3,"2,728,000","1,712,376",62.8,"1,546,655",56.7,"165,721",9.7
22,Louisiana,1984,3,"3,181,000","1,935,806",60.9,"1,749,308",55,"186,498",9.6
23,Maine,1984,3,"862,000","546,211",63.4,"510,324",59.2,"35,887",6.6
24,Maryland,1984,3,"3,275,000","2,221,779",67.8,"2,100,664",64.1,"121,115",5.5
25,Massachusetts,1984,3,"4,501,000","3,032,861",67.4,"2,873,722",63.8,"159,139",5.2
26,Michigan,1984,3,"6,731,000","4,317,021",64.1,"3,819,098",56.7,"497,923",11.5
27,Minnesota,1984,3,"3,100,000","2,196,854",70.9,"2,050,663",66.2,"146,191",6.7
28,Mississippi,1984,3,"1,835,000","1,061,365",57.8,"951,801",51.9,"109,564",10.3
29,Missouri,1984,3,"3,749,000","2,388,058",63.7,"2,202,034",58.7,"186,024",7.8
30,Montana,1984,3,"600,000","400,567",66.8,"369,516",61.6,"31,051",7.8
31,Nebraska,1984,3,"1,179,000","786,528",66.7,"750,553",63.7,"35,975",4.6
32,Nevada,1984,3,"684,000","493,760",72.2,"455,658",66.6,"38,102",7.7
33,New Hampshire,1984,3,"732,000","513,174",70.1,"491,544",67.2,"21,630",4.2
34,New Jersey,1984,3,"5,821,000","3,804,807",65.4,"3,560,702",61.2,"244,105",6.4
35,New Mexico,1984,3,"1,007,000","617,258",61.3,"569,819",56.6,"47,439",7.7
36,New York,1984,3,"13,608,000","8,067,819",59.3,"7,486,011",55,"581,808",7.2
51000,New York city,1984,3,"5,707,000","3,080,496",54,"2,816,029",49.3,"264,467",8.6
37,North Carolina,1984,3,"4,545,000","3,008,470",66.2,"2,810,245",61.8,"198,225",6.6
38,North Dakota,1984,3,"489,000","324,722",66.4,"308,215",63,"16,507",5.1
39,Ohio,1984,3,"8,034,000","5,080,531",63.2,"4,581,274",57,"499,257",9.8
40,Oklahoma,1984,3,"2,426,000","1,555,416",64.1,"1,445,545",59.6,"109,871",7.1
41,Oregon,1984,3,"2,019,000","1,328,809",65.8,"1,202,637",59.6,"126,172",9.5
42,Pennsylvania,1984,3,"9,192,000","5,475,053",59.6,"4,962,967",54,"512,086",9.4
44,Rhode Island,1984,3,"740,000","482,834",65.2,"453,573",61.3,"29,261",6.1
45,South Carolina,1984,3,"2,366,000","1,491,210",63,"1,386,111",58.6,"105,099",7
46,South Dakota,1984,3,"507,000","339,612",67,"325,049",64.1,"14,563",4.3
47,Tennessee,1984,3,"3,529,000","2,211,755",62.7,"2,014,994",57.1,"196,761",8.9
48,Texas,1984,3,"11,462,000","7,713,529",67.3,"7,225,087",63,"488,442",6.3
49,Utah,1984,3,"1,049,000","697,126",66.5,"650,620",62,"46,506",6.7
50,Vermont,1984,3,"395,000","266,898",67.6,"252,370",63.9,"14,528",5.4
51,Virginia,1984,3,"4,133,000","2,789,151",67.5,"2,650,524",64.1,"138,627",5
53,Washington,1984,3,"3,215,000","2,065,691",64.3,"1,866,800",58.1,"198,891",9.6
54,West Virginia,1984,3,"1,469,000","764,390",52,"648,546",44.1,"115,844",15.2
55,Wisconsin,1984,3,"3,550,000","2,402,386",67.7,"2,216,958",62.4,"185,428",7.7
56,Wyoming,1984,3,"363,000","254,522",70.1,"238,648",65.7,"15,874",6.2
1,Alabama,1984,4,"2,933,000","1,785,247",60.9,"1,583,923",54,"201,324",11.3
2,Alaska,1984,4,"333,000","243,101",73,"218,619",65.7,"24,482",10.1
4,Arizona,1984,4,"2,252,000","1,422,378",63.2,"1,350,429",60,"71,949",5.1
5,Arkansas,1984,4,"1,731,000","1,051,136",60.7,"958,638",55.4,"92,498",8.8
6,California,1984,4,"19,062,000","12,537,278",65.8,"11,551,904",60.6,"985,374",7.9
37,Los Angeles County,1984,4,"6,007,000","3,856,583",64.2,"3,551,586",59.1,"304,997",7.9
8,Colorado,1984,4,"2,348,000","1,713,146",73,"1,623,424",69.1,"89,722",5.2
9,Connecticut,1984,4,"2,447,000","1,652,922",67.5,"1,576,859",64.4,"76,063",4.6
10,Delaware,1984,4,"461,000","304,744",66.1,"285,581",61.9,"19,163",6.3
11,District of Columbia,1984,4,"483,000","317,654",65.8,"287,532",59.5,"30,122",9.5
12,Florida,1984,4,"8,601,000","5,123,382",59.6,"4,795,739",55.8,"327,643",6.4
13,Georgia,1984,4,"4,218,000","2,746,344",65.1,"2,581,926",61.2,"164,418",6
15,Hawaii,1984,4,"717,000","473,997",66.1,"447,355",62.4,"26,642",5.6
16,Idaho,1984,4,"698,000","461,356",66.1,"428,203",61.3,"33,153",7.2
17,Illinois,1984,4,"8,608,000","5,607,675",65.1,"5,094,733",59.2,"512,942",9.1
18,Indiana,1984,4,"4,073,000","2,625,368",64.5,"2,398,432",58.9,"226,936",8.6
19,Iowa,1984,4,"2,161,000","1,419,193",65.7,"1,321,614",61.2,"97,579",6.9
20,Kansas,1984,4,"1,795,000","1,198,644",66.8,"1,139,524",63.5,"59,120",4.9
21,Kentucky,1984,4,"2,729,000","1,714,502",62.8,"1,549,600",56.8,"164,902",9.6
22,Louisiana,1984,4,"3,182,000","1,943,649",61.1,"1,756,281",55.2,"187,368",9.6
23,Maine,1984,4,"863,000","547,627",63.5,"512,479",59.4,"35,148",6.4
24,Maryland,1984,4,"3,278,000","2,228,228",68,"2,107,289",64.3,"120,939",5.4
25,Massachusetts,1984,4,"4,504,000","3,036,734",67.4,"2,883,897",64,"152,837",5
26,Michigan,1984,4,"6,733,000","4,333,441",64.4,"3,839,313",57,"494,128",11.4
27,Minnesota,1984,4,"3,101,000","2,200,008",70.9,"2,056,677",66.3,"143,331",6.5
28,Mississippi,1984,4,"1,836,000","1,067,275",58.1,"957,444",52.1,"109,831",10.3
29,Missouri,1984,4,"3,752,000","2,387,593",63.6,"2,209,389",58.9,"178,204",7.5
30,Montana,1984,4,"601,000","401,405",66.8,"370,460",61.6,"30,945",7.7
31,Nebraska,1984,4,"1,179,000","787,606",66.8,"752,298",63.8,"35,308",4.5
32,Nevada,1984,4,"686,000","495,622",72.2,"457,445",66.7,"38,177",7.7
33,New Hampshire,1984,4,"734,000","515,279",70.2,"493,559",67.2,"21,720",4.2
34,New Jersey,1984,4,"5,826,000","3,817,720",65.5,"3,576,815",61.4,"240,905",6.3
35,New Mexico,1984,4,"1,008,000","618,996",61.4,"572,371",56.8,"46,625",7.5
36,New York,1984,4,"13,615,000","8,083,802",59.4,"7,505,954",55.1,"577,848",7.1
51000,New York city,1984,4,"5,711,000","3,087,298",54.1,"2,819,844",49.4,"267,454",8.7
37,North Carolina,1984,4,"4,552,000","3,020,855",66.4,"2,823,575",62,"197,280",6.5
38,North Dakota,1984,4,"489,000","325,667",66.6,"308,929",63.2,"16,738",5.1
39,Ohio,1984,4,"8,035,000","5,088,388",63.3,"4,595,296",57.2,"493,092",9.7
40,Oklahoma,1984,4,"2,426,000","1,558,062",64.2,"1,449,096",59.7,"108,966",7
41,Oregon,1984,4,"2,021,000","1,330,883",65.9,"1,205,645",59.7,"125,238",9.4
42,Pennsylvania,1984,4,"9,193,000","5,480,937",59.6,"4,974,690",54.1,"506,247",9.2
44,Rhode Island,1984,4,"740,000","483,860",65.4,"455,596",61.6,"28,264",5.8
45,South Carolina,1984,4,"2,369,000","1,494,497",63.1,"1,392,023",58.8,"102,474",6.9
46,South Dakota,1984,4,"507,000","340,724",67.2,"326,172",64.3,"14,552",4.3
47,Tennessee,1984,4,"3,532,000","2,218,222",62.8,"2,024,092",57.3,"194,130",8.8
48,Texas,1984,4,"11,481,000","7,722,765",67.3,"7,246,734",63.1,"476,031",6.2
49,Utah,1984,4,"1,049,000","699,141",66.6,"653,533",62.3,"45,608",6.5
50,Vermont,1984,4,"395,000","267,246",67.7,"253,021",64.1,"14,225",5.3
51,Virginia,1984,4,"4,139,000","2,801,361",67.7,"2,662,127",64.3,"139,234",5
53,Washington,1984,4,"3,219,000","2,065,146",64.2,"1,869,742",58.1,"195,404",9.5
54,West Virginia,1984,4,"1,469,000","764,707",52.1,"650,698",44.3,"114,009",14.9
55,Wisconsin,1984,4,"3,552,000","2,402,251",67.6,"2,220,304",62.5,"181,947",7.6
56,Wyoming,1984,4,"363,000","254,133",70,"238,511",65.7,"15,622",6.1
1,Alabama,1984,5,"2,935,000","1,790,561",61,"1,590,267",54.2,"200,294",11.2
2,Alaska,1984,5,"335,000","244,279",72.9,"219,942",65.7,"24,337",10
4,Arizona,1984,5,"2,258,000","1,426,806",63.2,"1,356,766",60.1,"70,040",4.9
5,Arkansas,1984,5,"1,732,000","1,049,600",60.6,"957,663",55.3,"91,937",8.8
6,California,1984,5,"19,101,000","12,584,881",65.9,"11,606,666",60.8,"978,215",7.8
37,Los Angeles County,1984,5,"6,017,000","3,868,036",64.3,"3,563,406",59.2,"304,630",7.9
8,Colorado,1984,5,"2,351,000","1,718,831",73.1,"1,628,210",69.3,"90,621",5.3
9,Connecticut,1984,5,"2,449,000","1,658,159",67.7,"1,582,723",64.6,"75,436",4.5
10,Delaware,1984,5,"462,000","305,920",66.2,"286,657",62,"19,263",6.3
11,District of Columbia,1984,5,"483,000","318,759",66,"289,542",59.9,"29,217",9.2
12,Florida,1984,5,"8,623,000","5,143,333",59.6,"4,818,048",55.9,"325,285",6.3
13,Georgia,1984,5,"4,226,000","2,757,918",65.3,"2,593,716",61.4,"164,202",6
15,Hawaii,1984,5,"718,000","473,871",66,"447,374",62.3,"26,497",5.6
16,Idaho,1984,5,"699,000","462,077",66.1,"428,803",61.3,"33,274",7.2
17,Illinois,1984,5,"8,611,000","5,609,285",65.1,"5,107,992",59.3,"501,293",8.9
18,Indiana,1984,5,"4,075,000","2,629,388",64.5,"2,408,330",59.1,"221,058",8.4
19,Iowa,1984,5,"2,162,000","1,419,985",65.7,"1,322,671",61.2,"97,314",6.9
20,Kansas,1984,5,"1,796,000","1,202,154",66.9,"1,143,357",63.7,"58,797",4.9
21,Kentucky,1984,5,"2,730,000","1,714,977",62.8,"1,551,256",56.8,"163,721",9.5
22,Louisiana,1984,5,"3,183,000","1,950,995",61.3,"1,761,679",55.3,"189,316",9.7
23,Maine,1984,5,"864,000","548,684",63.5,"514,044",59.5,"34,640",6.3
24,Maryland,1984,5,"3,282,000","2,235,371",68.1,"2,113,845",64.4,"121,526",5.4
25,Massachusetts,1984,5,"4,508,000","3,039,892",67.4,"2,892,752",64.2,"147,140",4.8
26,Michigan,1984,5,"6,736,000","4,346,379",64.5,"3,856,095",57.2,"490,284",11.3
27,Minnesota,1984,5,"3,103,000","2,202,214",71,"2,061,747",66.4,"140,467",6.4
28,Mississippi,1984,5,"1,837,000","1,072,934",58.4,"962,108",52.4,"110,826",10.3
29,Missouri,1984,5,"3,754,000","2,385,826",63.6,"2,214,814",59,"171,012",7.2
30,Montana,1984,5,"601,000","402,208",66.9,"371,253",61.8,"30,955",7.7
31,Nebraska,1984,5,"1,180,000","789,153",66.9,"754,275",63.9,"34,878",4.4
32,Nevada,1984,5,"688,000","497,559",72.3,"459,012",66.7,"38,547",7.7
33,New Hampshire,1984,5,"735,000","517,461",70.4,"495,459",67.4,"22,002",4.3
34,New Jersey,1984,5,"5,831,000","3,825,942",65.6,"3,587,320",61.5,"238,622",6.2
35,New Mexico,1984,5,"1,010,000","620,962",61.5,"574,628",56.9,"46,334",7.5
36,New York,1984,5,"13,622,000","8,101,386",59.5,"7,522,338",55.2,"579,048",7.1
51000,New York city,1984,5,"5,715,000","3,096,000",54.2,"2,822,541",49.4,"273,459",8.8
37,North Carolina,1984,5,"4,559,000","3,031,547",66.5,"2,832,539",62.1,"199,008",6.6
38,North Dakota,1984,5,"490,000","326,540",66.6,"309,530",63.2,"17,010",5.2
39,Ohio,1984,5,"8,036,000","5,095,748",63.4,"4,608,476",57.3,"487,272",9.6
40,Oklahoma,1984,5,"2,425,000","1,560,690",64.4,"1,451,746",59.9,"108,944",7
41,Oregon,1984,5,"2,023,000","1,332,203",65.9,"1,207,691",59.7,"124,512",9.3
42,Pennsylvania,1984,5,"9,195,000","5,487,070",59.7,"4,985,008",54.2,"502,062",9.1
44,Rhode Island,1984,5,"741,000","484,797",65.4,"457,572",61.8,"27,225",5.6
45,South Carolina,1984,5,"2,372,000","1,498,805",63.2,"1,397,533",58.9,"101,272",6.8
46,South Dakota,1984,5,"507,000","341,667",67.4,"327,039",64.5,"14,628",4.3
47,Tennessee,1984,5,"3,535,000","2,224,860",62.9,"2,031,984",57.5,"192,876",8.7
48,Texas,1984,5,"11,500,000","7,850,033",68.3,"7,383,472",64.2,"466,561",5.9
49,Utah,1984,5,"1,049,000","701,446",66.9,"656,502",62.6,"44,944",6.4
50,Vermont,1984,5,"395,000","267,480",67.7,"253,615",64.2,"13,865",5.2
51,Virginia,1984,5,"4,146,000","2,811,474",67.8,"2,671,203",64.4,"140,271",5
53,Washington,1984,5,"3,223,000","2,064,450",64.1,"1,872,109",58.1,"192,341",9.3
54,West Virginia,1984,5,"1,469,000","764,701",52.1,"652,337",44.4,"112,364",14.7
55,Wisconsin,1984,5,"3,553,000","2,401,684",67.6,"2,222,256",62.5,"179,428",7.5
56,Wyoming,1984,5,"362,000","253,977",70.2,"238,509",65.9,"15,468",6.1
1,Alabama,1984,6,"2,938,000","1,794,584",61.1,"1,595,198",54.3,"199,386",11.1
2,Alaska,1984,6,"336,000","245,374",73,"221,184",65.8,"24,190",9.9
4,Arizona,1984,6,"2,265,000","1,430,977",63.2,"1,362,209",60.1,"68,768",4.8
5,Arkansas,1984,6,"1,734,000","1,046,985",60.4,"955,707",55.1,"91,278",8.7
6,California,1984,6,"19,139,000","12,628,951",66,"11,654,916",60.9,"974,035",7.7
37,Los Angeles County,1984,6,"6,026,000","3,881,663",64.4,"3,576,130",59.3,"305,533",7.9
8,Colorado,1984,6,"2,354,000","1,723,149",73.2,"1,631,126",69.3,"92,023",5.3
9,Connecticut,1984,6,"2,450,000","1,662,896",67.9,"1,587,630",64.8,"75,266",4.5
10,Delaware,1984,6,"462,000","307,077",66.5,"287,637",62.3,"19,440",6.3
11,District of Columbia,1984,6,"483,000","320,195",66.3,"291,580",60.4,"28,615",8.9
12,Florida,1984,6,"8,644,000","5,160,031",59.7,"4,835,527",55.9,"324,504",6.3
13,Georgia,1984,6,"4,233,000","2,768,600",65.4,"2,603,390",61.5,"165,210",6
15,Hawaii,1984,6,"719,000","473,382",65.8,"446,982",62.2,"26,400",5.6
16,Idaho,1984,6,"700,000","462,895",66.1,"429,359",61.3,"33,536",7.2
17,Illinois,1984,6,"8,615,000","5,608,828",65.1,"5,116,055",59.4,"492,773",8.8
18,Indiana,1984,6,"4,077,000","2,631,152",64.5,"2,414,382",59.2,"216,770",8.2
19,Iowa,1984,6,"2,162,000","1,419,920",65.7,"1,322,791",61.2,"97,129",6.8
20,Kansas,1984,6,"1,797,000","1,204,756",67,"1,146,211",63.8,"58,545",4.9
21,Kentucky,1984,6,"2,730,000","1,713,365",62.8,"1,551,592",56.8,"161,773",9.4
22,Louisiana,1984,6,"3,185,000","1,956,721",61.4,"1,764,685",55.4,"192,036",9.8
23,Maine,1984,6,"865,000","549,199",63.5,"514,956",59.5,"34,243",6.2
24,Maryland,1984,6,"3,285,000","2,241,849",68.2,"2,119,752",64.5,"122,097",5.4
25,Massachusetts,1984,6,"4,511,000","3,041,708",67.4,"2,899,421",64.3,"142,287",4.7
26,Michigan,1984,6,"6,739,000","4,353,902",64.6,"3,867,643",57.4,"486,259",11.2
27,Minnesota,1984,6,"3,105,000","2,203,458",71,"2,065,867",66.5,"137,591",6.2
28,Mississippi,1984,6,"1,838,000","1,077,721",58.6,"965,391",52.5,"112,330",10.4
29,Missouri,1984,6,"3,757,000","2,383,247",63.4,"2,218,202",59,"165,045",6.9
30,Montana,1984,6,"602,000","402,819",66.9,"371,877",61.8,"30,942",7.7
31,Nebraska,1984,6,"1,180,000","791,136",67,"756,383",64.1,"34,753",4.4
32,Nevada,1984,6,"689,000","499,471",72.5,"460,383",66.8,"39,088",7.8
33,New Hampshire,1984,6,"737,000","519,647",70.5,"497,300",67.5,"22,347",4.3
34,New Jersey,1984,6,"5,835,000","3,828,761",65.6,"3,591,648",61.6,"237,113",6.2
35,New Mexico,1984,6,"1,011,000","623,255",61.6,"576,628",57,"46,627",7.5
36,New York,1984,6,"13,629,000","8,116,572",59.6,"7,533,000",55.3,"583,572",7.2
51000,New York city,1984,6,"5,720,000","3,104,768",54.3,"2,823,930",49.4,"280,838",9
37,North Carolina,1984,6,"4,566,000","3,039,031",66.6,"2,836,710",62.1,"202,321",6.7
38,North Dakota,1984,6,"490,000","327,256",66.8,"309,983",63.3,"17,273",5.3
39,Ohio,1984,6,"8,036,000","5,101,214",63.5,"4,619,649",57.5,"481,565",9.4
40,Oklahoma,1984,6,"2,425,000","1,562,740",64.4,"1,453,226",59.9,"109,514",7
41,Oregon,1984,6,"2,024,000","1,332,481",65.8,"1,208,628",59.7,"123,853",9.3
42,Pennsylvania,1984,6,"9,196,000","5,492,771",59.7,"4,993,699",54.3,"499,072",9.1
44,Rhode Island,1984,6,"741,000","485,820",65.6,"459,584",62,"26,236",5.4
45,South Carolina,1984,6,"2,375,000","1,503,726",63.3,"1,402,305",59,"101,421",6.7
46,South Dakota,1984,6,"508,000","342,387",67.4,"327,616",64.5,"14,771",4.3
47,Tennessee,1984,6,"3,538,000","2,230,506",63,"2,038,240",57.6,"192,266",8.6
48,Texas,1984,6,"11,519,000","7,891,307",68.5,"7,430,499",64.5,"460,808",5.8
49,Utah,1984,6,"1,048,000","703,865",67.2,"659,290",62.9,"44,575",6.3
50,Vermont,1984,6,"396,000","267,711",67.6,"254,223",64.2,"13,488",5
51,Virginia,1984,6,"4,152,000","2,819,182",67.9,"2,677,776",64.5,"141,406",5
53,Washington,1984,6,"3,226,000","2,063,282",64,"1,873,530",58.1,"189,752",9.2
54,West Virginia,1984,6,"1,468,000","764,382",52.1,"653,350",44.5,"111,032",14.5
55,Wisconsin,1984,6,"3,555,000","2,399,674",67.5,"2,222,458",62.5,"177,216",7.4
56,Wyoming,1984,6,"362,000","254,024",70.2,"238,565",65.9,"15,459",6.1
1,Alabama,1984,7,"2,940,000","1,796,571",61.1,"1,598,632",54.4,"197,939",11
2,Alaska,1984,7,"337,000","246,396",73.1,"222,320",66,"24,076",9.8
4,Arizona,1984,7,"2,271,000","1,434,874",63.2,"1,366,432",60.2,"68,442",4.8
5,Arkansas,1984,7,"1,735,000","1,043,560",60.1,"953,046",54.9,"90,514",8.7
6,California,1984,7,"19,178,000","12,666,545",66,"11,695,950",61,"970,595",7.7
37,Los Angeles County,1984,7,"6,036,000","3,896,934",64.6,"3,589,976",59.5,"306,958",7.9
8,Colorado,1984,7,"2,357,000","1,725,499",73.2,"1,631,942",69.2,"93,557",5.4
9,Connecticut,1984,7,"2,452,000","1,666,932",68,"1,591,492",64.9,"75,440",4.5
10,Delaware,1984,7,"463,000","308,149",66.6,"288,578",62.3,"19,571",6.4
11,District of Columbia,1984,7,"483,000","321,859",66.6,"293,580",60.8,"28,279",8.8
12,Florida,1984,7,"8,666,000","5,173,034",59.7,"4,848,606",55.9,"324,428",6.3
13,Georgia,1984,7,"4,241,000","2,777,296",65.5,"2,610,727",61.6,"166,569",6
15,Hawaii,1984,7,"720,000","472,685",65.7,"446,273",62,"26,412",5.6
16,Idaho,1984,7,"701,000","463,628",66.1,"429,797",61.3,"33,831",7.3
17,Illinois,1984,7,"8,618,000","5,607,171",65.1,"5,119,099",59.4,"488,072",8.7
18,Indiana,1984,7,"4,079,000","2,631,549",64.5,"2,416,982",59.3,"214,567",8.2
19,Iowa,1984,7,"2,162,000","1,418,565",65.6,"1,321,466",61.1,"97,099",6.8
20,Kansas,1984,7,"1,798,000","1,206,253",67.1,"1,148,018",63.8,"58,235",4.8
21,Kentucky,1984,7,"2,731,000","1,709,690",62.6,"1,550,792",56.8,"158,898",9.3
22,Louisiana,1984,7,"3,186,000","1,960,223",61.5,"1,765,087",55.4,"195,136",10
23,Maine,1984,7,"866,000","549,144",63.4,"515,330",59.5,"33,814",6.2
24,Maryland,1984,7,"3,289,000","2,246,727",68.3,"2,124,731",64.6,"121,996",5.4
25,Massachusetts,1984,7,"4,515,000","3,041,824",67.4,"2,903,531",64.3,"138,293",4.5
26,Michigan,1984,7,"6,742,000","4,355,328",64.6,"3,873,173",57.4,"482,155",11.1
27,Minnesota,1984,7,"3,107,000","2,204,141",70.9,"2,069,327",66.6,"134,814",6.1
28,Mississippi,1984,7,"1,839,000","1,081,375",58.8,"967,516",52.6,"113,859",10.5
29,Missouri,1984,7,"3,759,000","2,380,597",63.3,"2,219,875",59.1,"160,722",6.8
30,Montana,1984,7,"602,000","403,100",67,"372,350",61.9,"30,750",7.6
31,Nebraska,1984,7,"1,181,000","793,249",67.2,"758,469",64.2,"34,780",4.4
32,Nevada,1984,7,"691,000","501,242",72.5,"461,588",66.8,"39,654",7.9
33,New Hampshire,1984,7,"738,000","521,834",70.7,"499,200",67.6,"22,634",4.3
34,New Jersey,1984,7,"5,840,000","3,826,457",65.5,"3,590,679",61.5,"235,778",6.2
35,New Mexico,1984,7,"1,013,000","625,832",61.8,"578,394",57.1,"47,438",7.6
36,New York,1984,7,"13,636,000","8,125,089",59.6,"7,537,750",55.3,"587,339",7.2
51000,New York city,1984,7,"5,724,000","3,110,889",54.3,"2,824,203",49.3,"286,686",9.2
37,North Carolina,1984,7,"4,573,000","3,042,505",66.5,"2,836,830",62,"205,675",6.8
38,North Dakota,1984,7,"490,000","327,751",66.9,"310,277",63.3,"17,474",5.3
39,Ohio,1984,7,"8,037,000","5,104,337",63.5,"4,628,393",57.6,"475,944",9.3
40,Oklahoma,1984,7,"2,425,000","1,563,711",64.5,"1,453,656",59.9,"110,055",7
41,Oregon,1984,7,"2,026,000","1,331,776",65.7,"1,208,391",59.6,"123,385",9.3
42,Pennsylvania,1984,7,"9,198,000","5,497,645",59.8,"5,001,235",54.4,"496,410",9
44,Rhode Island,1984,7,"742,000","487,095",65.6,"461,699",62.2,"25,396",5.2
45,South Carolina,1984,7,"2,378,000","1,508,408",63.4,"1,406,136",59.1,"102,272",6.8
46,South Dakota,1984,7,"508,000","342,899",67.5,"327,969",64.6,"14,930",4.4
47,Tennessee,1984,7,"3,541,000","2,233,895",63.1,"2,042,822",57.7,"191,073",8.6
48,Texas,1984,7,"11,538,000","7,905,745",68.5,"7,446,830",64.5,"458,915",5.8
49,Utah,1984,7,"1,048,000","706,192",67.4,"661,712",63.1,"44,480",6.3
50,Vermont,1984,7,"396,000","268,069",67.7,"254,917",64.4,"13,152",4.9
51,Virginia,1984,7,"4,158,000","2,824,864",67.9,"2,682,367",64.5,"142,497",5
53,Washington,1984,7,"3,230,000","2,061,549",63.8,"1,873,966",58,"187,583",9.1
54,West Virginia,1984,7,"1,468,000","763,957",52,"653,757",44.5,"110,200",14.4
55,Wisconsin,1984,7,"3,556,000","2,395,495",67.4,"2,220,973",62.5,"174,522",7.3
56,Wyoming,1984,7,"362,000","254,169",70.2,"238,583",65.9,"15,586",6.1
1,Alabama,1984,8,"2,943,000","1,796,805",61.1,"1,601,066",54.4,"195,739",10.9
2,Alaska,1984,8,"338,000","247,347",73.2,"223,366",66.1,"23,981",9.7
4,Arizona,1984,8,"2,278,000","1,438,943",63.2,"1,369,403",60.1,"69,540",4.8
5,Arkansas,1984,8,"1,736,000","1,039,828",59.9,"950,154",54.7,"89,674",8.6
6,California,1984,8,"19,219,000","12,699,214",66.1,"11,732,173",61,"967,041",7.6
37,Los Angeles County,1984,8,"6,042,000","3,912,984",64.8,"3,604,972",59.7,"308,012",7.9
8,Colorado,1984,8,"2,360,000","1,725,834",73.1,"1,630,991",69.1,"94,843",5.5
9,Connecticut,1984,8,"2,454,000","1,670,528",68.1,"1,594,615",65,"75,913",4.5
10,Delaware,1984,8,"464,000","309,100",66.6,"289,522",62.4,"19,578",6.3
11,District of Columbia,1984,8,"483,000","323,602",67,"295,486",61.2,"28,116",8.7
12,Florida,1984,8,"8,687,000","5,184,456",59.7,"4,859,826",55.9,"324,630",6.3
13,Georgia,1984,8,"4,252,000","2,784,357",65.5,"2,616,523",61.5,"167,834",6
15,Hawaii,1984,8,"721,000","472,096",65.5,"445,470",61.8,"26,626",5.6
16,Idaho,1984,8,"701,000","464,156",66.2,"430,093",61.4,"34,063",7.3
17,Illinois,1984,8,"8,619,000","5,607,559",65.1,"5,119,570",59.4,"487,989",8.7
18,Indiana,1984,8,"4,080,000","2,632,600",64.5,"2,417,979",59.3,"214,621",8.2
19,Iowa,1984,8,"2,161,000","1,416,193",65.5,"1,318,776",61,"97,417",6.9
20,Kansas,1984,8,"1,797,000","1,207,083",67.2,"1,149,169",63.9,"57,914",4.8
21,Kentucky,1984,8,"2,732,000","1,704,667",62.4,"1,549,348",56.7,"155,319",9.1
